id,accuracy,title
161,0.5121847777490685,茄子蛋EggPlantEgg - 浪子回頭 Back Here Again (Official Music Video).lab
162,0.5185887070972903,Eric周興哲《以後別做朋友 The Distance of Love》Official Music Video.lab
163,0.6349855794538803,周杰倫【擱淺 官方完整MV】Jay Chou 'Step Aside' MV (Ge-Qian).lab
164,0.660323102345194,郭靜 Claire Kuo - 心牆 (官方版MV).lab
165,0.76501052900284,Harry Styles - Falling (Official Video).lab
166,0.8117635819766907,"閻奕格 Janice Yan [ 愛上現在的我 Right , now! ](feat. 高爾宣 OSN) Official Music Video.lab"
167,0.4918855300611785,楊丞琳Rainie Yang - 年輪說 Traces of Time In Love (Official HD MV).lab
169,0.8020965486272638,TRASH - 世界盡頭【official audio】.lab
170,0.8489046522275046,范逸臣 Van Fan《什麼風把你吹來的What brings you here》官方MV (Official Music Video).lab
171,0.5808056608016802,霹靂英雄戰紀之《刀說異數》第二片尾ED【遠走他鄉】 詞_方文山 曲_潘偉凡 編曲_李杰珉 歌手_李芷婷.lab
172,0.739799014980075,愛努納奇.lab
173,0.694759940552685,殘酷森林.lab
174,0.7609480430117161,美麗舊世界.lab
175,0.3554118613553209,左右違法.lab
176,0.6377900883335879,李芷婷Nasi《I'm Not A Little Girl》 Official Music Video.lab
177,0.551751736394596,郁可唯 Yisa Yu【指望】台視、三立偶像劇「犀利人妻」插曲 Official Music Video.lab
178,0.6453729468780182,郁可唯_胡夏 《知否知否》_電視劇《知否知否應是綠肥紅瘦》主題曲高音質歌詞版MV（趙麗穎，馮紹峰，朱一龍主演）_The Story Of MingLan OST.lab
179,0.5134089490428027,郁可唯 Yisa Yu [ 你知道 As You Know ] Official Music Video.lab
180,0.46404701348426186,郁可唯 Yisa Yu [ 三十而慄 Intersection of 30 ] Official Music Video.lab
181,0.5942802580041673,F.I.R. 飛兒樂團、Do As Infinity 大無限樂團 [ 無限青春 Forever Young ] Official Music Video.lab
182,0.6645589048049291,F.I.R. [ 星火 Spark  ]電影「鬥魚」主題曲 Official Music Video.lab
183,0.8787260855389063,F.I.R. 飛兒樂團 末日青春 -首部曲 [ 愛上屬於你的天空 In The Name Of You ] Official Music Video.lab
184,0.5700040773146453,F.I.R. 飛兒樂團 末日青春 -二部曲 [ 自由之歌 The Freedom Song ] Official Music Video.lab
185,0.767432584909229,F.I.R. 飛兒樂團 末日青春 -補完計劃 [ 造夢者 Can You Remember ] Official Music Video.lab
186,0.7594090736646761,F.I.R. 飛兒樂團 末日青春 -三部曲 [ 如果你說愛我 If You Say You Love Me ] Official Music Video.lab
188,0.06647366454805946,Superstition.lab
189,0.9071720005722446,Snow Patrol - Chasing Cars (Official Video).lab
191,0.1884203985097409,Robin Thicke - Lost Without U (Official Video).lab
192,0.7773350965685757,Santana - Smooth ft. Rob Thomas (Official Video).lab
193,0.3478386196426741,Carrie Underwood - Flat On The Floor Carnival Ride.lab
194,0.15671594498094832,The Black Keys - Tighten Up [Official Music Video].lab
195,0.7291899719047364,Cee Lo Green - Forget You.lab
196,0.6952271869801634,Kings Of Leon - Use Somebody (Official Video).lab
197,0.593050142812733,Sarah McLachlan - Angel [Official Music Video].lab
198,0.8839166551852522,Alicia Keys - No One (Official Video).lab
199,0.8228392787616143,Lady Antebellum - Need You Now.lab
200,0.7573504200930099,Lifehouse - Hanging By A Moment (Official Video).lab
