id,accuracy,title
162,0.553935611484943,Eric周興哲《以後別做朋友 The Distance of Love》Official Music Video_separated.lab
163,0.646758468950499,周杰倫【擱淺 官方完整MV】Jay Chou 'Step Aside' MV (Ge-Qian)_separated.lab
164,0.6251138066282556,郭靜 Claire Kuo - 心牆 (官方版MV)_separated.lab
165,0.7780373288532259,Harry Styles - Falling (Official Video)_separated.lab
166,0.8527655408140542,"閻奕格 Janice Yan [ 愛上現在的我 Right , now! ](feat. 高爾宣 OSN) Official Music Video_separated.lab"
167,0.42054454770604754,楊丞琳Rainie Yang - 年輪說 Traces of Time In Love (Official HD MV)_separated.lab
169,0.7640037445533185,TRASH - 世界盡頭【official audio】_separated.lab
170,0.8688035292041785,范逸臣 Van Fan《什麼風把你吹來的What brings you here》官方MV (Official Music Video)_separated.lab
171,0.5201193768129102,霹靂英雄戰紀之《刀說異數》第二片尾ED【遠走他鄉】 詞_方文山 曲_潘偉凡 編曲_李杰珉 歌手_李芷婷_separated.lab
172,0.5665161441293569,愛努納奇_separated.lab
173,0.6885807341310649,殘酷森林_separated.lab
174,0.717362761850108,美麗舊世界_separated.lab
175,0.4571370065048238,左右違法_separated.lab
176,0.5583614894093933,李芷婷Nasi《I'm Not A Little Girl》 Official Music Video_separated.lab
177,0.5960766121252179,郁可唯 Yisa Yu【指望】台視、三立偶像劇「犀利人妻」插曲 Official Music Video_separated.lab
178,0.6472669945724836,郁可唯_胡夏 《知否知否》_電視劇《知否知否應是綠肥紅瘦》主題曲高音質歌詞版MV（趙麗穎，馮紹峰，朱一龍主演）_The Story Of MingLan OST_separated.lab
179,0.5291821732117639,郁可唯 Yisa Yu [ 你知道 As You Know ] Official Music Video_separated.lab
180,0.5126685101691543,郁可唯 Yisa Yu [ 三十而慄 Intersection of 30 ] Official Music Video_separated.lab
181,0.4292159020063355,F.I.R. 飛兒樂團、Do As Infinity 大無限樂團 [ 無限青春 Forever Young ] Official Music Video_separated.lab
182,0.6720496761570234,F.I.R. [ 星火 Spark  ]電影「鬥魚」主題曲 Official Music Video_separated.lab
183,0.8176983464277667,F.I.R. 飛兒樂團 末日青春 -首部曲 [ 愛上屬於你的天空 In The Name Of You ] Official Music Video_separated.lab
184,0.5519342876267569,F.I.R. 飛兒樂團 末日青春 -二部曲 [ 自由之歌 The Freedom Song ] Official Music Video_separated.lab
185,0.6530462994549652,F.I.R. 飛兒樂團 末日青春 -補完計劃 [ 造夢者 Can You Remember ] Official Music Video_separated.lab
186,0.736866750315244,F.I.R. 飛兒樂團 末日青春 -三部曲 [ 如果你說愛我 If You Say You Love Me ] Official Music Video_separated.lab
188,0.05530184538193478,Superstition_separated.lab
189,0.8669807840178538,Snow Patrol - Chasing Cars (Official Video)_separated.lab
191,0.15212889450473221,Robin Thicke - Lost Without U (Official Video)_separated.lab
192,0.7471704015143052,Santana - Smooth ft. Rob Thomas (Official Video)_separated.lab
193,0.37921612384182235,Carrie Underwood - Flat On The Floor Carnival Ride_separated.lab
194,0.1399116967834193,The Black Keys - Tighten Up [Official Music Video]_separated.lab
195,0.736048939101202,Cee Lo Green - Forget You_separated.lab
196,0.6466512145951683,Kings Of Leon - Use Somebody (Official Video)_separated.lab
197,0.5776089879530519,Sarah McLachlan - Angel [Official Music Video]_separated.lab
198,0.8771923322141665,Alicia Keys - No One (Official Video)_separated.lab
199,0.7598826419058644,Lady Antebellum - Need You Now_separated.lab
200,0.7577501197534684,Lifehouse - Hanging By A Moment (Official Video)_separated.lab
